source_key,network_code,network_name,network_color,sku,product_name,slug,brand,category,deal_type,monthly_price,cash_price,upfront_cost,contract_months,data_mb,voice_minutes,sms_count,speed_mbps,start_at,expires_at,stock_status,source_document,administrator_notes,verified_at,terms_url,published,featured,image_url,description,use_context,specifications_json
mtn:202605ebu2268,mtn,MTN,#FFD100,202605EBU2268,Huawei nova Y74 + Huawei nova Y74,huawei-nova-y74-huawei-nova-y74,Huawei,smartphone,device_contract,655,,,36,,,,,2026-08-07T00:00:00+00:00,2026-09-06T00:00:00+00:00,in_stock,C:\Users\CC KEMPTON\Downloads\FW___#Business_Promos___August_2026__&_Training_Date\August 2026 - EBU Trader Cheat Sheet.xlsx,Imported from MTN promo source 202605EBU2268; contracts only,2026-08-08T08:48:31+00:00,,true,false,,Made For Business S+ Monthly subscription: 655,business,"{""deal_id"":""202605EBU2268"",""source"":""C:\\Users\\CC KEMPTON\\Downloads\\FW___#Business_Promos___August_2026__&_Training_Date\\August 2026 - EBU Trader Cheat Sheet.xlsx"",""price_plan"":""Made For Business S+"",""freebies_device"":"""",""freebies_plan"":""""}"
mtn:2026ebu08917,mtn,MTN,#FFD100,2026EBU08917,OPPO A5 (256GB) + OPPO A5 (256GB),oppo-a5-256gb-oppo-a5-256gb,Oppo,smartphone,device_contract,605,,,36,,,,,2026-08-07T00:00:00+00:00,2026-09-06T00:00:00+00:00,in_stock,C:\Users\CC KEMPTON\Downloads\FW___#Business_Promos___August_2026__&_Training_Date\August 2026 - EBU Trader Cheat Sheet.xlsx,Imported from MTN promo source 2026EBU08917; contracts only,2026-08-08T08:48:31+00:00,,true,false,,Made For Business S+ Monthly subscription: 605,business,"{""deal_id"":""2026EBU08917"",""source"":""C:\\Users\\CC KEMPTON\\Downloads\\FW___#Business_Promos___August_2026__&_Training_Date\\August 2026 - EBU Trader Cheat Sheet.xlsx"",""price_plan"":""Made For Business S+"",""freebies_device"":"""",""freebies_plan"":""""}"
mtn:202603ebu1270,mtn,MTN,#FFD100,202603EBU1270,vivo v70,vivo-v70,vivo,smartphone,device_contract,889,,,36,,,,,2026-08-07T00:00:00+00:00,2026-09-06T00:00:00+00:00,in_stock,C:\Users\CC KEMPTON\Downloads\FW___#Business_Promos___August_2026__&_Training_Date\August 2026 - EBU Trader Cheat Sheet.xlsx,Imported from MTN promo source 202603EBU1270; contracts only,2026-08-08T08:48:31+00:00,,true,false,,Made For Business SM Monthly subscription: 889,business,"{""deal_id"":""202603EBU1270"",""source"":""C:\\Users\\CC KEMPTON\\Downloads\\FW___#Business_Promos___August_2026__&_Training_Date\\August 2026 - EBU Trader Cheat Sheet.xlsx"",""price_plan"":""Made For Business SM"",""freebies_device"":"""",""freebies_plan"":""""}"
mtn:202603ebu1224,mtn,MTN,#FFD100,202603EBU1224,vivo V70 FE,vivo-v70-fe,vivo,smartphone,device_contract,625,,,36,,,,,2026-08-07T00:00:00+00:00,2026-09-06T00:00:00+00:00,in_stock,C:\Users\CC KEMPTON\Downloads\FW___#Business_Promos___August_2026__&_Training_Date\August 2026 - EBU Trader Cheat Sheet.xlsx,Imported from MTN promo source 202603EBU1224; contracts only,2026-08-08T08:48:31+00:00,,true,false,,Made For Business S+ Monthly subscription: 625,business,"{""deal_id"":""202603EBU1224"",""source"":""C:\\Users\\CC KEMPTON\\Downloads\\FW___#Business_Promos___August_2026__&_Training_Date\\August 2026 - EBU Trader Cheat Sheet.xlsx"",""price_plan"":""Made For Business S+"",""freebies_device"":"""",""freebies_plan"":""""}"
mtn:202603ebu2059,mtn,MTN,#FFD100,202603EBU2059,Samsung Galaxy S26 Ultra (256GB),samsung-galaxy-s26-ultra-256gb,Samsung,smartphone,device_contract,1249,,,36,,,,,2026-08-07T00:00:00+00:00,2026-09-06T00:00:00+00:00,in_stock,C:\Users\CC KEMPTON\Downloads\FW___#Business_Promos___August_2026__&_Training_Date\August 2026 - EBU Trader Cheat Sheet.xlsx,Imported from MTN promo source 202603EBU2059; contracts only,2026-08-08T08:48:31+00:00,,true,false,,Made For Business M Monthly subscription: 1249,business,"{""deal_id"":""202603EBU2059"",""source"":""C:\\Users\\CC KEMPTON\\Downloads\\FW___#Business_Promos___August_2026__&_Training_Date\\August 2026 - EBU Trader Cheat Sheet.xlsx"",""price_plan"":""Made For Business M"",""freebies_device"":"""",""freebies_plan"":""""}"
mtn:202603ebu1927,mtn,MTN,#FFD100,202603EBU1927,Samsung Galaxy S26 (256GB),samsung-galaxy-s26-256gb,Samsung,smartphone,device_contract,939,,,36,,,,,2026-08-07T00:00:00+00:00,2026-09-06T00:00:00+00:00,in_stock,C:\Users\CC KEMPTON\Downloads\FW___#Business_Promos___August_2026__&_Training_Date\August 2026 - EBU Trader Cheat Sheet.xlsx,Imported from MTN promo source 202603EBU1927; contracts only,2026-08-08T08:48:31+00:00,,true,false,,Made For Business M Monthly subscription: 939,business,"{""deal_id"":""202603EBU1927"",""source"":""C:\\Users\\CC KEMPTON\\Downloads\\FW___#Business_Promos___August_2026__&_Training_Date\\August 2026 - EBU Trader Cheat Sheet.xlsx"",""price_plan"":""Made For Business M"",""freebies_device"":"""",""freebies_plan"":""""}"
mtn:2026ebu15964,mtn,MTN,#FFD100,2026EBU15964,35Mbps Uncapped Data,35mbps-uncapped-data,35Mbps,smartphone,device_contract,489,,,24,,,,,2026-08-07T00:00:00+00:00,2026-09-06T00:00:00+00:00,in_stock,C:\Users\CC KEMPTON\Downloads\FW___#Business_Promos___August_2026__&_Training_Date\August 2026 - EBU Trader Cheat Sheet.xlsx,Imported from MTN promo source 2026EBU15964; contracts only,2026-08-08T08:48:31+00:00,,true,false,,MTN Uncapped 5G FWA Monthly subscription: 489,business,"{""deal_id"":""2026EBU15964"",""source"":""C:\\Users\\CC KEMPTON\\Downloads\\FW___#Business_Promos___August_2026__&_Training_Date\\August 2026 - EBU Trader Cheat Sheet.xlsx"",""price_plan"":""MTN Uncapped 5G FWA"",""freebies_device"":"""",""freebies_plan"":""""}"
mtn:202606ebu2503,mtn,MTN,#FFD100,202606EBU2503,60Mbps Uncapped Data,60mbps-uncapped-data,60Mbps,smartphone,device_contract,699,,,24,,,,,2026-08-07T00:00:00+00:00,2026-09-06T00:00:00+00:00,in_stock,C:\Users\CC KEMPTON\Downloads\FW___#Business_Promos___August_2026__&_Training_Date\August 2026 - EBU Trader Cheat Sheet.xlsx,Imported from MTN promo source 202606EBU2503; contracts only,2026-08-08T08:48:31+00:00,,true,false,,MTN Uncapped 5G FWA Monthly subscription: 699,business,"{""deal_id"":""202606EBU2503"",""source"":""C:\\Users\\CC KEMPTON\\Downloads\\FW___#Business_Promos___August_2026__&_Training_Date\\August 2026 - EBU Trader Cheat Sheet.xlsx"",""price_plan"":""MTN Uncapped 5G FWA"",""freebies_device"":"""",""freebies_plan"":""""}"
mtn:2026ebu15967,mtn,MTN,#FFD100,2026EBU15967,Unlimited Uncapped Data,unlimited-uncapped-data,Unlimited,smartphone,device_contract,1029,,,24,,,,,2026-08-07T00:00:00+00:00,2026-09-06T00:00:00+00:00,in_stock,C:\Users\CC KEMPTON\Downloads\FW___#Business_Promos___August_2026__&_Training_Date\August 2026 - EBU Trader Cheat Sheet.xlsx,Imported from MTN promo source 2026EBU15967; contracts only,2026-08-08T08:48:31+00:00,,true,false,,MTN Uncapped 5G FWA Monthly subscription: 1029,business,"{""deal_id"":""2026EBU15967"",""source"":""C:\\Users\\CC KEMPTON\\Downloads\\FW___#Business_Promos___August_2026__&_Training_Date\\August 2026 - EBU Trader Cheat Sheet.xlsx"",""price_plan"":""MTN Uncapped 5G FWA"",""freebies_device"":"""",""freebies_plan"":""""}"
mtn:202602ebu2601,mtn,MTN,#FFD100,202602EBU2601,100mbps Uncapped Data,100mbps-uncapped-data,100mbps,smartphone,device_contract,699,,,24,,,,,2026-08-07T00:00:00+00:00,2026-09-06T00:00:00+00:00,in_stock,C:\Users\CC KEMPTON\Downloads\FW___#Business_Promos___August_2026__&_Training_Date\August 2026 - EBU Trader Cheat Sheet.xlsx,Imported from MTN promo source 202602EBU2601; contracts only,2026-08-08T08:48:31+00:00,,true,false,,Business Uncapped Wireless Monthly subscription: 699,business,"{""deal_id"":""202602EBU2601"",""source"":""C:\\Users\\CC KEMPTON\\Downloads\\FW___#Business_Promos___August_2026__&_Training_Date\\August 2026 - EBU Trader Cheat Sheet.xlsx"",""price_plan"":""Business Uncapped Wireless"",""freebies_device"":"""",""freebies_plan"":""""}"
mtn:202602ebu2600,mtn,MTN,#FFD100,202602EBU2600,50mbps Uncapped Data,50mbps-uncapped-data,50mbps,smartphone,device_contract,499,,,24,,,,,2026-08-07T00:00:00+00:00,2026-09-06T00:00:00+00:00,in_stock,C:\Users\CC KEMPTON\Downloads\FW___#Business_Promos___August_2026__&_Training_Date\August 2026 - EBU Trader Cheat Sheet.xlsx,Imported from MTN promo source 202602EBU2600; contracts only,2026-08-08T08:48:31+00:00,,true,false,,Business Uncapped Wireless Monthly subscription: 499,business,"{""deal_id"":""202602EBU2600"",""source"":""C:\\Users\\CC KEMPTON\\Downloads\\FW___#Business_Promos___August_2026__&_Training_Date\\August 2026 - EBU Trader Cheat Sheet.xlsx"",""price_plan"":""Business Uncapped Wireless"",""freebies_device"":"""",""freebies_plan"":""""}"
mtn:202607ebu1505,mtn,MTN,#FFD100,202607EBU1505,Sim only,sim-only,Sim,sim_only,sim_only,849,,,36,,,,,2026-08-07T00:00:00+00:00,2026-09-06T00:00:00+00:00,in_stock,C:\Users\CC KEMPTON\Downloads\FW___#Business_Promos___August_2026__&_Training_Date\August 2026 - EBU Trader Cheat Sheet.xlsx,Imported from MTN promo source 202607EBU1505; contracts only,2026-08-08T08:48:31+00:00,,true,false,,Made For Executive Monthly subscription: 849,business,"{""deal_id"":""202607EBU1505"",""source"":""C:\\Users\\CC KEMPTON\\Downloads\\FW___#Business_Promos___August_2026__&_Training_Date\\August 2026 - EBU Trader Cheat Sheet.xlsx"",""price_plan"":""Made For Executive"",""freebies_device"":"""",""freebies_plan"":""""}"
